id_ISO_lang,id_name_lang,latitude,longitude,lang_continent_lang,lang_subregion_lang,response_AES_lang,response_EGIDS_lang,soceco_GDP.2010USD.10yr.median_country,lang_L1.POP_lang,soceco_Gini.SWIID.10yr.median_country,edu_Ed.spending.pcGDP.10yr.median_country,edu_Mean.yr.school.10yr.median_country,soceco_Life.exp.birth.10yr.median_country,soceco_Life.exp.sixty.average_country,soceco_gdp.pcap.10yrmed_country,soceco_expense.pcGDP.10yrmed_country,edu_ed.sp.prm.pcGDP.10yrmed_country,edu_ed.sp.sec.pcGDP.10yrmed_country,edu_ed.sp.tert.pcGDP.10yrmed_country,edu_ed.sp.tot.pcxpd.10yrmed_country,landuse_urban.change_country,worldlang_world.language.as.official_country,edu_minority.education.policy_country,worldlang_Arabic_country,worldlang_Bahasa_country,worldlang_English_country,worldlang_French_country,worldlang_Hindustani_country,worldlang_Mandarin_country,worldlang_Portuguese_country,worldlang_Russian_country,worldlang_Spanish_country,edu_used.in.education_lang,lang_type_lang,div_language.richness_nb,div_threatened.languages_nb,div_prop.threatened.languages_nb,div_language.evenness_nb,conn_nav.water_nb,Western_Africa,Oceania,Europe,Southern_Asia,South_America,Northern_America,Africa,South-Eastern_Asia,Arab,Asia,Central_America,Australia_and_New_Zealand
gag,Gagauz,46.33333333,28.66666667,Europe,Europe,threatened,5,1.32899E+11,168000,31.53923721,4.966817874,10.93407514,71.9720585,19.09177398,5907.107988,34.04834322,16.97540445,34.09087328,26.2581134,12.13877422,21.98239253,0,0.919327972,0,0,0,0,0,0,0,0,0,1,prevalent,3,0,0,0.678105929,0.049590038,0,0,1,0,0,0,0,0,0,0,0,0
gah,Alekano,-6,145.4166667,Oceania,Oceania,threatened,7,14250726290,25000,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,41,4,0.097560976,0.766678577,0.058041501,0,1,0,0,0,0,0,0,0,0,0,0
gai,Borei,-4.09,144.72,Oceania,Oceania,shifting,5,14250726290,2090,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,30,7,0.233333333,0.850848609,0.001046259,0,1,0,0,0,0,0,0,0,0,0,0
gal,Galoli-Talur,-8.58,126,Asia,South-Eastern Asia,threatened,6a,1.43191E+11,13680,34.11332568,2.123951374,4.993095189,67.46813146,16.82685235,1235.652156,61.0072832,61.30092555,25.07652178,10.42325589,9.273629677,23.8189485,1,0,0,0.185342247,0,0,0,0,0.814657753,0,0,0,prevalent,12,6,0.5,0.614584872,0.008231413,0,0,0,0,0,0,0,1,0,0,0,0
gaq,Gata',18.2293,82.727,Asia,Southern Asia,shifting,6b,1.68E+12,3060,46.45,3.42347002,5.4,66.625,17.73565852,1357.563719,15.25786002,27.21284,38.7325,32.1669,11.83368015,15.676,1,1,0,0,1,0,1,0,0,0,0,0,prevalent,11,1,0.090909091,0.276979877,0.036871497,0,0,0,1,0,0,0,0,0,0,0,0
gau,Mudhili Gadaba,18.3858,82.7819,Asia,Southern Asia,shifting,5,1.68E+12,8000,46.45,3.42347002,5.4,66.625,17.73565852,1357.563719,15.25786002,27.21284,38.7325,32.1669,11.83368015,15.676,1,1,0,0,1,0,1,0,0,0,0,0,prevalent,10,1,0.1,0.278298669,0.001889562,0,0,0,1,0,0,0,0,0,0,0,0
gay,Gayo,4.5,97.5,Asia,South-Eastern Asia,threatened,6b,7.55E+11,300000,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,2,1,0.5,0.29806592,0.017895013,0,0,0,0,0,0,0,1,0,0,0,0
gbb,Kaytetye,-21,134,Oceania,Australia and New Zealand,shifting,6b,1.15E+12,140,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,3,0,0,0.874886351,0,0,0,0,0,0,0,0,0,0,0,0,1
gbd,Karadjeri,-19,122,Oceania,Australia and New Zealand,nearly extinct,8a,1.15E+12,26,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,3,1,0.333333333,0.0000128,0.0000345,0,0,0,0,0,0,0,0,0,0,0,1
gbe,Niksek,-4.83,142.45,Oceania,Oceania,shifting,6a,14250726290,930,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,17,5,0.294117647,0.623720777,0,0,1,0,0,0,0,0,0,0,0,0,0
gbf,Gaikundi,-4.02,143.14,Oceania,Oceania,shifting,5,14250726290,1200,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,27,8,0.296296296,0,0.000000167,0,1,0,0,0,0,0,0,0,0,0,0
gbg,Gbanziri-Boraka,4.68,20.26,Africa,Africa,threatened,6a,19682066622,17500,42.98805334,1.939642533,5.228061089,56.01415944,16.52024264,344.1616575,11.45281929,47.75034349,24.22548289,23.63307686,10.83224701,21.51313487,1,0.904478383,0,0,0,1,0,0,0,0,0,0,prevalent,12,0,0,0.631105343,0.034171413,0,0,0,0,0,0,1,0,0,0,0,0
gbj,Bodo Gadaba,19,83.66666667,Asia,Southern Asia,shifting,6b,1.68E+12,8000,46.45,3.42347002,5.4,66.625,17.73565852,1357.563719,15.25786002,27.21284,38.7325,32.1669,11.83368015,15.676,1,1,0,0,1,0,1,0,0,0,0,0,prevalent,12,1,0.083333333,0.263919666,0.010890487,0,0,0,1,0,0,0,0,0,0,0,0
gbm,Garhwali,30.0976,79.1235,Asia,Southern Asia,threatened,5,1.74125E+12,2920000,46.39791835,3.426755053,5.426388038,66.74459337,17.76121292,1401.907983,15.37788587,26.83489607,38.19456595,31.7201519,11.88821061,16.03822444,1,1,0,0,0.986111559,0,0.986111559,0.013888441,0,0,0,0,prevalent,2,0,0,0.0000246,0.039700556,0,0,0,1,0,0,0,0,0,0,0,0
gbn,Mo'da,6.5008,29.9377,Africa,Africa,shifting,7,11824809546,600,46.3,1.220049977,4.8,53.655,16.39362405,1124.139948,,59.9815,14.206505,25.0108,3.613105059,10.598,1,,1,0,1,0,0,0,0,0,0,0,prevalent,3,0,0,0.854348707,0,0,0,0,0,0,0,1,0,0,0,0,0
gbu,Gaagudju,-12.58333333,132.8333333,Oceania,Australia and New Zealand,extinct,8b,1.15E+12,1,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,9,7,0.777777778,0.0000941,0,0,0,0,0,0,0,0,0,0,0,0,1
gbz,Zoroastrian Dari,33.433333,51.833333,Asia,Southern Asia,shifting,8a,4.62E+11,8000,38.2,3.709180117,9.1,73.932,19.42179561,6232.935418,19.42024319,26.73435,45.30434,22.02841,19.66485977,40.659,0,0,0,0,0,0,0,0,0,0,0,0,prevalent,2,1,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gcd,Ganggalida,-17.33333333,138.8333333,Oceania,Australia and New Zealand,nearly extinct,8b,1.15E+12,1,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,5,2,0.4,0,0.003667097,0,0,0,0,0,0,0,0,0,0,0,1
gdb,Pottangi Ollar Gadaba,18.75,83.5,Asia,Southern Asia,threatened,6a,1.68E+12,15000,46.45,3.42347002,5.4,66.625,17.73565852,1357.563719,15.25786002,27.21284,38.7325,32.1669,11.83368015,15.676,1,1,0,0,1,0,1,0,0,0,0,0,prevalent,12,2,0.166666667,0.25887373,4.27E-08,0,0,0,1,0,0,0,0,0,0,0,0
gdc,Gugu Badhun,-18.96002008,143.2350126,Oceania,Australia and New Zealand,nearly extinct,9,1.15E+12,0,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,2,0,0,0.000315,0,0,0,0,0,0,0,0,0,0,0,0,1
gdh,Gajirrabeng,-14.99,128.85,Oceania,Australia and New Zealand,nearly extinct,8b,1.15E+12,3,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,3,1,0.333333333,0.000151,0.030504866,0,0,0,0,0,0,0,0,0,0,0,1
gdi,Gundi,4,16,Africa,Africa,shifting,6a,2084428094,9000,50.37789561,1.317916633,3.616677207,47.6371468,15.54862037,448.4791323,11.0285161,50.29387205,26.17389752,21.88342537,7.936917472,21.08562015,1,0,0,0,0.009810122,1,0,0,0,0,0,0,prevalent,5,0,0,0.665730373,0.013054341,0,0,0,0,0,0,1,0,0,0,0,0
gdj,Gurdjar,-17.31160269,141.6480703,Oceania,Australia and New Zealand,nearly extinct,8b,1.15E+12,1,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,5,2,0.4,0.000136,0.027042457,0,0,0,0,0,0,0,0,0,0,0,1
gdk,Gadang,10.3473,17.2485,Africa,Africa,shifting,7,10657705536,2500,41.1,2.232025027,1.9,50.233,15.73805244,863.7612549,,46.70011,27.86992,19.244535,9.81242466,16.163,1,1,1,0,0,1,0,0,0,0,0,0,prevalent,7,2,0.285714286,0.197581517,0,0,0,0,0,0,0,1,0,0,0,0,0
gdm,Laal,10,17.66666667,Africa,Africa,shifting,7,10657705536,750,41.1,2.232025027,1.9,50.233,15.73805244,863.7612549,,46.70011,27.86992,19.244535,9.81242466,16.163,1,1,1,0,0,1,0,0,0,0,0,0,prevalent,12,3,0.25,0.421585852,0.006365649,0,0,0,0,0,0,1,0,0,0,0,0
gdo,Godoberi,42.66666667,46.08333333,Europe,Europe,shifting,7,1.58E+12,130,35.4,3.820250034,11.5,68.84121951,18.69748701,11087.82105,24.19585513,,,21.523805,11.48851967,20.561,1,1,0,0,0,0,0,0,0,1,0,0,prevalent,16,9,0.5625,0.350730309,0.000162,0,0,1,0,0,0,0,0,0,0,0,0
gea,Geruma,10.206,9.27,Africa,Western Africa,shifting,6a,3.63E+11,9030,41.9,3.06,5.2,50.847,13.68090624,2292.445156,,,,,,34.109,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,27,13,0.481481481,0,0,1,0,0,0,0,0,0,0,0,0,0,0
geb,Kire,-4.25,144.75,Oceania,Oceania,shifting,5,14250726290,2420,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,35,9,0.257142857,0.846895868,0.000295,0,1,0,0,0,0,0,0,0,0,0,0
gei,Gebe,-0.1922,129.5397,Asia,South-Eastern Asia,shifting,6b,7.55E+11,2650,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,0,0,0,0,0.345097665,0,0,0,0,0,0,0,1,0,0,0,0
geq,Geme,8.4941,20.6378,Africa,Africa,shifting,6b,1846064167,550,50.45,1.303550005,3.6,47.56,15.53735988,440.1764425,11.00607294,50.45335,25.91333,21.999105,7.860000134,20.88,1,0,0,0,0,1,0,0,0,0,0,0,prevalent,3,0,0,0.953459098,0,0,0,0,0,0,0,1,0,0,0,0,0
gex,Garre,2.226453,44.650469,Africa,Africa,threatened,6a,2370000000,57500,,1.28,2.1,53.986,16.08375651,,,,,,,27.079,1,0,1,0,0,0,0,0,0,0,0,0,prevalent,4,0,0,0.278594793,0.025236359,0,0,0,0,0,0,1,0,0,0,0,0
gga,Gao,-8.3514,159.8167,Oceania,Oceania,shifting,6a,681151190,1220,42.1,9.416944981,5.1,68.572,17.42621233,1329.960289,34.36196013,56.29228,29.79541,13.6618,18.14812088,17.518,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,4,2,0.5,0.625568801,0,0,1,0,0,0,0,0,0,0,0,0,0
ggb,Gbii,5.87,-8.93,Africa,Western Africa,shifting,6a,2000000000,5600,35.6,3.161420107,4.1,59.631,15.49146557,513.4456986,11.9357383,30.72199,34.48811,31.56345,5.819205046,32.065,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,6,0,0,0,0.025206638,1,0,0,0,0,0,0,0,0,0,0,0
ggd,Gugadj,-18.5,140.5,Oceania,Australia and New Zealand,extinct,10,1.15E+12,0,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,4,2,0.5,0.000158,0.019654209,0,0,0,0,0,0,0,0,0,0,0,1
gge,Guragone,-12.25,134.4166667,Oceania,Australia and New Zealand,nearly extinct,6b,1.15E+12,60,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,7,4,0.571428571,0.535861318,0.000000887,0,0,0,0,0,0,0,0,0,0,0,1
ggk,Kungarakany,-12.976028,130.946883,Oceania,Australia and New Zealand,extinct,10,1.15E+12,0,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,7,5,0.714285714,0.0000824,0.009074467,0,0,0,0,0,0,0,0,0,0,0,1
gha,Ghadames,30.1166,9.5251,Africa,Arab,shifting,6b,64542555785,10000,0.426402047,0.056210157,7.298703945,71.66849079,18.31592268,10563.03241,,28.3431537,29.68626763,28.69273352,8.181365286,52.35205607,1,0,1,0,0,0.012960549,0,0,0,0,0,0,prevalent,4,0,0,0.627923113,0,0,0,0,0,0,0,0,0,1,0,0,0
ghe,Southern Ghale,28.2501,84.718,Asia,Southern Asia,threatened,6a,16002656434,21500,37.15,3.703589916,3.3,67.914,17.26859835,592.4010975,15.76677104,54.64629,31.9659,11.85525,18.28129005,15.856,0,0,0,0,0,0,0,0,0,0,0,0,prevalent,20,7,0.35,0,0.080374922,0,0,0,1,0,0,0,0,0,0,0,0
ghl,Uncunwee,12,31,Africa,Arab,shifting,7,64342607849,16000,36.1,2.082225025,3.1,62.62,17.76118621,1443.091356,10.74146575,45.07534,32.95736,20.61263,8.82297039,23.624,1,0,1,0,1,0,0,0,0,0,0,0,prevalent,12,9,0.75,0.045932545,0,0,0,0,0,0,0,0,0,1,0,0,0
gho,Ghomara,35.076581,-4.892731,Africa,Arab,shifting,6a,93216746662,10000,39.8,5.301395178,4.2,73.999,20.09165922,2839.925168,27.08160889,36.629255,42.49924,20.18324,17.38296509,32.551,1,0,1,0,0,0,0,0,0,0,0,0,prevalent,2,0,0,0.50199561,0,0,0,0,0,0,0,0,0,1,0,0,0
gia,Kitja,-17.5,127.75,Oceania,Australia and New Zealand,moribund,7,1.15E+12,210,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gin,Hinuq,42.16666667,46,Europe,Europe,shifting,6b,1.58E+12,5,35.4,3.820250034,11.5,68.84121951,18.69748701,11087.82105,24.19585513,,,21.523805,11.48851967,20.561,1,1,0,0,0,0,0,0,0,1,0,0,prevalent,17,10,0.588235294,0.34475411,0,0,0,1,0,0,0,0,0,0,0,0,0
giq,Hagei Gelao,26.238,105.967,Asia,Asia,moribund,8b,5.47265E+12,300,42.15230357,3.799712197,7.331001685,75.22370267,19.85935742,4216.403946,21.43019913,3.074071749,4.197244178,1.54151691,15.98452869,39.56166738,0.896661052,0.896661052,0,0,0,0,0,0.896661052,0,0,0,0,prevalent,5,0,0,0.022420738,0.044440916,0,0,0,0,0,0,0,0,0,1,0,0
gir,Red Gelao,27.019,106.029,Asia,Asia,nearly extinct,8b,5.85658E+12,20,42.49291783,3.712824711,7.311721632,75.23135042,19.6829094,4424.15055,22.96617662,1.162296162,1.58696387,0.582842345,15.84489354,40.92695214,0.960927892,0.960927892,0,0,0,0,0,0.960927892,0,0,0,0,prevalent,22,10,0.454545455,0.677182669,0.000000782,0,0,0,0,0,0,0,0,0,1,0,0
git,Gitxsan,55.33333333,-127.75,North America,Northern America,moribund,7,1.61E+12,930,31,4.817394972,12.6,81.24634146,24.65233526,48495.20404,17.12584313,,26.40425,35.5994,12.27384996,12.289,1,0,0,0,1,1,0,0,0,0,0,0,prevalent,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
giw,Duoluo Gelao,26.305,105.743,Asia,South-Eastern Asia,moribund,8b,2.87108E+12,1220,39.84424257,4.38847681,7.461646647,75.17188016,21.05499964,2808.677089,11.02215046,16.02859324,21.88495427,8.037661295,16.93072057,30.31026211,0.461177844,0.461177844,0,0,0,0,0,0.461177844,0,0,0,0,prevalent,18,8,0.444444444,0.646863933,0.054442752,0,0,0,0,0,0,0,1,0,0,0,0
gji,Geji,10.291667,9.65,Africa,Western Africa,shifting,6a,3.63E+11,6000,41.9,3.06,5.2,50.847,13.68090624,2292.445156,,,,,,34.109,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,28,15,0.535714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gka,Guya,-5.704599857,146.4853973,Oceania,Oceania,shifting,6b,14250726290,130,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,41,9,0.219512195,0,0.002039379,0,1,0,0,0,0,0,0,0,0,0,0
gke,Ndai,8.399,14.1641,Africa,Africa,nearly extinct,8b,26143818510,5,43.1,2.768019915,5.3,55.424,16.68520433,1286.515572,13.2938286,34.19688,52.47442,10.20724,15.70061016,41.84,1,0,0,0,1,1,0,0,0,0,0,0,prevalent,6,2,0.333333333,0.315005649,0.000789,0,0,0,0,0,0,1,0,0,0,0,0
gla,Scottish Gaelic,57,-4,Europe,Europe,shifting,2,2.52E+12,58700,33.5,5.374690056,12.8,80.40243902,23.82913896,40623.35968,39.89210853,30.36891,44.2115,21.09924,13.02943993,4.699,1,0,0,0,1,0,0,0,0,0,0,1,prevalent,1,0,0,0,0.081636481,0,0,1,0,0,0,0,0,0,0,0,0
glc,Bon Gula,10.66,19.58,Africa,Africa,shifting,6a,10657705536,1200,41.1,2.232025027,1.9,50.233,15.73805244,863.7612549,,46.70011,27.86992,19.244535,9.81242466,16.163,1,1,1,0,0,1,0,0,0,0,0,0,prevalent,9,1,0.111111111,0.11983721,0.023031508,0,0,0,0,0,0,1,0,0,0,0,0
gld,Nanai,49.5,137,Europe,Europe,shifting,7,1.84761E+12,1390,35.83315952,3.810741291,11.25078494,69.22066609,18.7495936,10699.9138,24.1783,,,20.24664871,11.74197616,21.81870535,1,1,0,0,0,0,0,0.05933692,0,0.94066308,0,0,prevalent,2,1,0.5,0.0000138,0.085189504,0,0,1,0,0,0,0,0,0,0,0,0
gle,Irish,55,-8,Europe,Europe,shifting,3,1.15096E+12,254000,31.28801754,5.339459799,12.26195021,80.60657715,23.68557709,46947.83581,38.14466611,33.58873146,37.99501025,22.39079862,13.04279541,12.50909159,1,0,0,0,1,0,0,0,0,0,0,1,prevalent,2,0,0,0.003989254,0.017254597,0,0,1,0,0,0,0,0,0,0,0,0
glv,Manx,54.16666667,-4.5,Europe,Europe,extinct,9,2.43204E+12,0,33.5,5.374690056,12.8,80.40243902,23.82913896,40623.35968,39.89210853,30.36891,44.2115,21.09924,13.02943993,4.441342874,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,3,0,0,0.002516939,0.007953815,0,0,1,0,0,0,0,0,0,0,0,0
gma,Gambera,-14.294386,126.711653,Oceania,Australia and New Zealand,nearly extinct,10,1.15E+12,0,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,4,4,1,0.477217001,0.017844979,0,0,0,0,0,0,0,0,0,0,0,1
gmd,Mághdì,9.29,11.02,Africa,Western Africa,shifting,6a,3.63E+11,2000,41.9,3.06,5.2,50.847,13.68090624,2292.445156,,,,,,34.109,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,29,7,0.24137931,0.060729197,0.019391926,1,0,0,0,0,0,0,0,0,0,0,0
gnb,Gangte,24.1968,93.587,Asia,Southern Asia,threatened,5,1.68E+12,14500,46.45,3.42347002,5.4,66.625,17.73565852,1357.563719,15.25786002,27.21284,38.7325,32.1669,11.83368015,15.676,1,1,0,0,1,0,1,0,0,0,0,0,prevalent,10,1,0.1,0.513528608,0.138368278,0,0,0,1,0,0,0,0,0,0,0,0
gnh,Lere,10.037824,9.089607,Africa,Western Africa,nearly extinct,8b,3.63E+11,0,41.9,3.06,5.2,50.847,13.68090624,2292.445156,,,,,,34.109,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,33,4,0.121212121,0.065501917,0,1,0,0,0,0,0,0,0,0,0,0,0
gni,Gooniyandi,-18.33333333,126.3333333,Oceania,Australia and New Zealand,moribund,8a,1.15E+12,410,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,3,2,0.666666667,0.832691714,0.017576375,0,0,0,0,0,0,0,0,0,0,0,1
gnk,//Gana,-22.121346,22.416744,Africa,Africa,shifting,6a,12786654366,2000,58.7,9.632920265,8.9,59.868,17.23391819,6657.832383,29.70461752,27.54638,39.61589,27.86688,25.8235302,65.64,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,7,0,0,0.40960089,0,0,0,0,0,0,0,1,0,0,0,0,0
gnn,Gumatj,-12.5,135.5,Oceania,Australia and New Zealand,shifting,5,1.15E+12,240,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,3,1,0.333333333,0.466908701,0.031170661,0,0,0,0,0,0,0,0,0,0,0,1
gno,Northern Gondi,19,81,Asia,Southern Asia,threatened,5,1.68E+12,1950000,46.45,3.42347002,5.4,66.625,17.73565852,1357.563719,15.25786002,27.21284,38.7325,32.1669,11.83368015,15.676,1,1,0,0,1,0,1,0,0,0,0,0,prevalent,4,1,0.25,0.066120739,0.04583179,0,0,0,1,0,0,0,0,0,0,0,0
gnq,Gana,5.435442,116.178317,Asia,South-Eastern Asia,shifting,8a,2.55E+11,0,41.2,5.094384909,9.8,74.21,19.52927447,9040.566251,19.56798738,30.98669,31.68012,34.45404,18.9594698,48.849,1,0,0,1,1,0,0,0,0,0,0,0,prevalent,14,10,0.714285714,0.290735817,0.040523123,0,0,0,0,0,0,0,1,0,0,0,0
gnr,Gureng Gureng,-25.25,151,Oceania,Australia and New Zealand,nearly extinct,9,1.15E+12,0,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,2,0,0,0.000315,0,0,0,0,0,0,0,0,0,0,0,0,1
gnu,Gnau,-3.59,142.2,Oceania,Oceania,shifting,6a,14250726290,1330,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,61,18,0.295081967,0.827066482,0,0,1,0,0,0,0,0,0,0,0,0,0
gnw,Western Bolivian Guaraní,-20.1694,-63.8525,South America,South America,shifting,6a,19649631451,7000,45.3,6.964100122,7.9,66.408,21.11723719,1955.461557,23.93803933,,,,,32.318,1,1,0,0,0,0,0,0,0,0,1,0,prevalent,2,0,0,0.001788137,0.016030658,0,0,0,0,1,0,0,0,0,0,0,0
gnz,Ganzi,6.54,19.35,Africa,Africa,shifting,6a,1846064167,1400,50.45,1.303550005,3.6,47.56,15.53735988,440.1764425,11.00607294,50.45335,25.91333,21.999105,7.860000134,20.88,1,0,0,0,0,1,0,0,0,0,0,0,prevalent,5,0,0,0.785149887,0,0,0,0,0,0,0,1,0,0,0,0,0
gob,Playero,7,-71,South America,South America,shifting,6b,3.57107E+11,350,42.68930043,3.983302646,8.303902488,73.5057805,20.96504609,11080.63446,10.0218637,33.42469744,24.74912024,34.45362924,6.171254664,29.59340658,1,1,0,0,0,0,0,0,0,0,1,0,prevalent,1,0,0,0,0.053346177,0,0,0,0,1,0,0,0,0,0,0,0
goe,Gongduk,27.086,91.2002,Asia,Southern Asia,shifting,6b,1585472534,2000,39.5,5.193580151,2.3,67.79,20.14963833,2258.183141,20.6252335,29.80438,55.11796,13.23095,15.59577513,36.571,0,0,0,0,0,0,0,0,0,0,0,0,prevalent,11,0,0,0,0.100395618,0,0,0,1,0,0,0,0,0,0,0,0
goq,Gorap,2.1528,128.2516,Asia,South-Eastern Asia,shifting,7,7.55E+11,1000,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,3,0,0,0.796843906,0.026327621,0,0,0,0,0,0,0,1,0,0,0,0
gor,Gorontalo,0.5,122,Asia,South-Eastern Asia,threatened,6b,7.55E+11,1000000,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,1,1,1,0,0.019490513,0,0,0,0,0,0,0,1,0,0,0,0
goy,Goundo,9.4761,16.2652,Africa,Africa,nearly extinct,8b,10657705536,30,41.1,2.232025027,1.9,50.233,15.73805244,863.7612549,,46.70011,27.86992,19.244535,9.81242466,16.163,1,1,1,0,0,1,0,0,0,0,0,0,prevalent,14,0,0,0.568215392,0.037186514,0,0,0,0,0,0,1,0,0,0,0,0
goz,Gozarkhani,36.335053,50.720969,Asia,Southern Asia,shifting,7,4.62E+11,0,38.2,3.709180117,9.1,73.932,19.42179561,6232.935418,19.42024319,26.73435,45.30434,22.02841,19.66485977,40.659,0,0,0,0,0,0,0,0,0,0,0,0,prevalent,9,4,0.444444444,0.56283216,0.00258877,0,0,0,1,0,0,0,0,0,0,0,0
gpn,Taiap,-4.083333333,144.5,Oceania,Oceania,moribund,8a,14250726290,75,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,23,6,0.260869565,0.816755621,0.002364771,0,1,0,0,0,0,0,0,0,0,0,0
gqi,Guiqiong,30.8148,101.7021,Asia,Asia,shifting,6b,6.09E+12,6000,42.7,3.66,7.3,75.236,19.57563486,4550.453596,23.9,,,,15.76,41.757,1,1,0,0,0,0,0,1,0,0,0,0,prevalent,5,0,0,0.017913449,0.048060312,0,0,0,0,0,0,0,0,0,1,0,0
