id_ISO_lang,id_name_lang,latitude,longitude,lang_continent_lang,lang_subregion_lang,response_AES_lang,response_EGIDS_lang,soceco_GDP.2010USD.10yr.median_country,lang_L1.POP_lang,soceco_Gini.SWIID.10yr.median_country,edu_Ed.spending.pcGDP.10yr.median_country,edu_Mean.yr.school.10yr.median_country,soceco_Life.exp.birth.10yr.median_country,soceco_Life.exp.sixty.average_country,soceco_gdp.pcap.10yrmed_country,soceco_expense.pcGDP.10yrmed_country,edu_ed.sp.prm.pcGDP.10yrmed_country,edu_ed.sp.sec.pcGDP.10yrmed_country,edu_ed.sp.tert.pcGDP.10yrmed_country,edu_ed.sp.tot.pcxpd.10yrmed_country,landuse_urban.change_country,worldlang_world.language.as.official_country,edu_minority.education.policy_country,worldlang_Arabic_country,worldlang_Bahasa_country,worldlang_English_country,worldlang_French_country,worldlang_Hindustani_country,worldlang_Mandarin_country,worldlang_Portuguese_country,worldlang_Russian_country,worldlang_Spanish_country,edu_used.in.education_lang,lang_type_lang,div_language.richness_nb,div_threatened.languages_nb,div_prop.threatened.languages_nb,div_language.evenness_nb,conn_nav.water_nb,Western_Africa,Oceania,Europe,Southern_Asia,South_America,Northern_America,Africa,South-Eastern_Asia,Arab,Asia,Central_America,Australia_and_New_Zealand
aiw,Ari,6,36.58333333,Oceania,Oceania,moribund,6b,14250726290,50,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,9,2,0.222222222,0.509288679,0.006265206,0,1,0,0,0,0,0,0,0,0,0,0
aad,Amal,-4.05,142,Oceania,Oceania,shifting,6a,14250726290,830,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,37,9,0.243243243,0.798589116,0,0,1,0,0,0,0,0,0,0,0,0,0
aae,Arbëreshë Albanian,40.9321,14.8645,Europe,Europe,threatened,6b,2.13E+12,100000,33.1,4.164720058,9.7,82.03658537,24.62641265,36000.52012,42.76533294,24.97218,42.97316,18.59916,8.723950386,10.783,0,0,0,0,0,0,0,0,0,0,0,0,prevalent,2,0,0,0.433708426,0.016463939,0,0,1,0,0,0,0,0,0,0,0,0
aaf,Aranadan,11.35,75.8,Asia,Southern Asia,shifting,6b,1.68E+12,200,46.45,3.42347002,5.4,66.625,17.73565852,1357.563719,15.25786002,27.21284,38.7325,32.1669,11.83368015,15.676,1,1,0,0,1,0,1,0,0,0,0,0,prevalent,20,4,0.2,0.359379186,0.015051944,0,0,0,1,0,0,0,0,0,0,0,0
aai,Arifama-Miniafia,-9.518239975,149.349884,Oceania,Oceania,shifting,5,14250726290,3470,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,9,1,0.111111111,0.736094848,0.002573671,0,1,0,0,0,0,0,0,0,0,0,0
aal,Afade,11.33333333,15.33333333,Africa,Western Africa,threatened,6b,71570974230,5000,42.93817252,2.807395249,5.286514377,54.80676302,16.28005601,1422.171446,11.50107295,29.58521758,45.39791739,8.830730064,13.58328502,40.79742646,1,0,0,0,1,0.865143767,0,0,0,0,0,0,prevalent,11,6,0.545454545,0.318161114,0.046885317,1,0,0,0,0,0,0,0,0,0,0,0
aan,Anambé,-2.592,-49.483,South America,South America,extinct,8b,2.21E+12,6,46.3,5.648799896,6.9,73.838,21.67862894,11286.24302,30.17779569,31.32595,44.11814,16.76335,14.72692966,40.17,1,1,0,0,0,0,0,0,1,0,0,0,prevalent,1,0,0,0,0.006966087,0,0,0,0,1,0,0,0,0,0,0,0
aas,Aasax,-5.1948,37.738,Africa,Africa,extinct,8b,32014249841,350,44.2,4.04365015,5.1,60.893,18.01799225,743.4037847,14.83107431,49.15943,16.66065,25.82277,18.14314079,27.807,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,5,0,0,0.701175425,0,0,0,0,0,0,0,1,0,0,0,0,0
aat,Arvanitika Albanian,38.1863,23.6096,Europe,Europe,threatened,7,2.99E+11,50000,33.2,3.963959932,10.3,80.38780488,23.71208717,26917.75898,50.52704012,,33.94361,36.0952,8.700209618,22.788,0,0,0,0,0,0,0,0,0,0,0,0,prevalent,3,1,0.333333333,0.021846961,0.027326189,0,0,1,0,0,0,0,0,0,0,0,0
aau,Abau,-4,141.25,Asia,South-Eastern Asia,shifting,5,14250726290,7270,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,26,8,0.307692308,0.104573911,0,0,0,0,0,0,0,0,1,0,0,0,0
aaz,Amarasi,-10.08,124.33,Asia,South-Eastern Asia,threatened,5,7.55E+11,70000,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,3,0,0,0.546871162,0.020072044,0,0,0,0,0,0,0,1,0,0,0,0
abb,Bankon,4.416666667,9.583333333,Africa,Africa,threatened,6b,26143818510,12000,43.1,2.768019915,5.3,55.424,16.68520433,1286.515572,13.2938286,34.19688,52.47442,10.20724,15.70061016,41.84,1,0,0,0,1,1,0,0,0,0,0,0,prevalent,16,5,0.3125,0.687052215,0.087283401,0,0,0,0,0,0,1,0,0,0,0,0
abd,Camarines Norte Agta,13.884,122.264,Asia,South-Eastern Asia,threatened,6a,2E+11,3800,41.6,2.595340014,9,68.32,17.17240194,2217.474009,13.58159941,51.31508,26.10296,11.28228,13.26852989,16.385,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,2,0,0,0.482066148,0.034343899,0,0,0,0,0,0,0,1,0,0,0,0
abe,Western Abenaki,44,-72.25,North America,Northern America,nearly extinct,8b,1.0641E+13,14,35.31651288,5.071978187,13.00467308,79.42202256,23.72368968,49109.33811,21.00782123,20.93293257,32.10816768,30.04547777,13.64039726,12.13589868,1,0.674455137,0,0,1,0.325544863,0,0,0,0,0,0,prevalent,3,0,0,0.435720799,0.027682691,0,0,0,0,0,1,0,0,0,0,0,0
abf,Abai Sungai,5.587,118.3695,Asia,South-Eastern Asia,shifting,7,2.55E+11,0,41.2,5.094384909,9.8,74.21,19.52927447,9040.566251,19.56798738,30.98669,31.68012,34.45404,18.9594698,48.849,1,0,0,1,1,0,0,0,0,0,0,0,prevalent,7,3,0.428571429,0.282319776,0.096894473,0,0,0,0,0,0,0,1,0,0,0,0
abg,Abaga,-6.1883,145.5976,Oceania,Oceania,nearly extinct,8b,14250726290,5,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,46,5,0.108695652,0.766865396,0.024335501,0,1,0,0,0,0,0,0,0,0,0,0
abj,Akabea,11.66666667,92.5,Asia,Southern Asia,extinct,10,1.68E+12,0,46.45,3.42347002,5.4,66.625,17.73565852,1357.563719,15.25786002,27.21284,38.7325,32.1669,11.83368015,15.676,1,1,0,0,1,0,1,0,0,0,0,0,prevalent,8,5,0.625,0,0.042254328,0,0,0,1,0,0,0,0,0,0,0,0
abk,Abkhazian,43.08333333,41,Asia,Arab,threatened,2,52874567397,105000,38.98134828,2.787287611,11.90172297,72.80722663,18.83862891,3636.734238,24.364994,34.81081784,31.58096289,12.83079762,9.201508663,16.67871156,0,0.945767814,0,0,0,0,0,0,0,0,0,0,prevalent,4,1,0.25,0.419173907,0.022466245,0,0,0,0,0,0,0,0,1,0,0,0
abp,Abenlen Ayta,15.619,120.378,Asia,South-Eastern Asia,shifting,5,2E+11,3000,41.6,2.595340014,9,68.32,17.17240194,2217.474009,13.58159941,51.31508,26.10296,11.28228,13.26852989,16.385,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,8,0,0,0.437211444,0.029372396,0,0,0,0,0,0,0,1,0,0,0,0
abq,Abaza,44,42,Europe,Europe,threatened,5,1.58E+12,37800,35.4,3.820250034,11.5,68.84121951,18.69748701,11087.82105,24.19585513,,,21.523805,11.48851967,20.561,1,1,0,0,0,0,0,0,0,1,0,0,prevalent,4,0,0,0.051541608,0.007667423,0,0,1,0,0,0,0,0,0,0,0,0
abt,Ambulas,-3.833333333,143,Oceania,Oceania,threatened,5,14250726290,44000,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,27,7,0.259259259,0,0.001520399,0,1,0,0,0,0,0,0,0,0,0,0
abz,Abui,-8.25,124.6666667,Asia,South-Eastern Asia,shifting,6a,7.55E+11,16000,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,17,5,0.294117647,0.838205933,0.04638262,0,0,0,0,0,0,0,1,0,0,0,0
aca,Achagua,4.416666667,-72.25,South America,South America,shifting,6b,2.86E+11,250,49.8,4.45980978,7.4,73.325,21.38934698,6336.709214,25.21868528,36.274705,35.554235,20.75521,15.52914047,34.178,1,1,0,0,0,0,0,0,0,0,1,0,prevalent,3,1,0.333333333,0.000784,0.107429844,0,0,0,0,1,0,0,0,0,0,0,0
ace,Acehnese,5.5,95.5,Asia,South-Eastern Asia,threatened,6b,7.55E+11,3500000,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,2,1,0.5,0.033970516,0.001014202,0,0,0,0,0,0,0,1,0,0,0,0
aci,Akacari,13.5,93,Asia,Southern Asia,extinct,10,1.58339E+12,0,45.67081529,3.267275778,5.322970333,66.53926006,17.67783503,1335.135519,15.18539331,28.59198627,37.83254462,31.39376212,11.48378532,15.40461856,0.94074641,1,0,0,0.94074641,0,0.94074641,0,0,0,0,0,prevalent,4,3,0.75,0,0.076145336,0,0,0,1,0,0,0,0,0,0,0,0
ack,Akakora,13.390518,93.040969,Asia,Southern Asia,extinct,10,1.68E+12,0,46.45,3.42347002,5.4,66.625,17.73565852,1357.563719,15.25786002,27.21284,38.7325,32.1669,11.83368015,15.676,1,1,0,0,1,0,1,0,0,0,0,0,prevalent,5,2,0.4,0,0.054478793,0,0,0,1,0,0,0,0,0,0,0,0
acn,Longchuan Achang,25,98.5,Asia,Asia,shifting,7,5.42118E+12,62700,41.6592048,3.341941844,6.94568674,74.12234913,19.26385679,4155.017635,22.80770396,5.590195179,2.606893029,2.116905471,14.67144336,38.36212535,0.889277106,1,0,0,0,0,0,0.889277106,0,0,0,0,prevalent,9,1,0.111111111,0.021496677,0.073579861,0,0,0,0,0,0,0,0,0,1,0,0
acr,Achi,15.16666667,-90.5,North America,Central America,threatened,5,41338521638,85600,46.8,2.95517993,4.6,71.494,21.63226021,2909.509715,12.61082891,55.5538,12.88531,12.13767,21.10514069,19.559,1,1,0,0,0,0,0,0,0,0,1,0,prevalent,10,2,0.2,0.026480741,0.062727988,0,0,0,0,0,0,0,0,0,0,1,0
acu,Achuar-Shiwiar,-2.66667,-76,South America,South America,shifting,5,1.14655E+11,7000,45.79479008,3.658034602,8.302443482,74.26123521,21.94921139,4891.593654,10.36012193,36.06136367,23.13022237,22.95562544,13.39106117,30.43418481,1,1,0,0,0,0,0,0,0,0,1,0,prevalent,4,1,0.25,0.000671,0.065162818,0,0,0,0,1,0,0,0,0,0,0,0
acv,Achumawi,41.5,-121,North America,Northern America,nearly extinct,8b,1.5E+13,10,37.4,5.194859982,13.2,78.54146341,23.27545261,49405.7673,22.88156784,31.036805,34.861325,27.36472,14.3,12.062,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
acz,Acheron,10.809,30.2453,Africa,Arab,threatened,5,64342607849,9830,36.1,2.082225025,3.1,62.62,17.76118621,1443.091356,10.74146575,45.07534,32.95736,20.61263,8.82297039,23.624,1,0,1,0,1,0,0,0,0,0,0,0,prevalent,20,11,0.55,0.056857294,0,0,0,0,0,0,0,0,0,1,0,0,0
adg,Andegerebinha,-23.23189623,139.9715594,Oceania,Australia and New Zealand,nearly extinct,8b,1.15E+12,10,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
adl,Galo,28.16666667,94.66666667,Asia,Southern Asia,threatened,5,1.68E+12,30000,46.45,3.42347002,5.4,66.625,17.73565852,1357.563719,15.25786002,27.21284,38.7325,32.1669,11.83368015,15.676,1,1,0,0,1,0,1,0,0,0,0,0,prevalent,5,1,0.2,0,0.070897087,0,0,0,1,0,0,0,0,0,0,0,0
adn,Adang,-8.2,124,Asia,South-Eastern Asia,shifting,6b,7.55E+11,3000,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,16,4,0.25,0.832764941,0.046506823,0,0,0,0,0,0,0,1,0,0,0,0
ado,Abu,-4.24,144.47,Oceania,Oceania,shifting,6a,14250726290,4200,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,30,7,0.233333333,0.820251713,0.000924,0,1,0,0,0,0,0,0,0,0,0,0
adt,Adnyamathanha,-30.5,139.5,Oceania,Australia and New Zealand,shifting,8b,1.15E+12,110,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,2,1,0.5,0.000000803,0,0,0,0,0,0,0,0,0,0,0,0,1
ady,Adyghe,45.21666667,39.7,Europe,Europe,threatened,2,9.2339E+11,467800,36.7968802,4.194044276,9.142064956,71.59259418,19.52711458,8938.867237,22.97914081,24.00801873,16.43014189,25.62430828,11.82525287,28.53979464,0.706703289,0.431123073,0.275580216,0,0,0,0,0,0,0.431123073,0,0,prevalent,2,0,0,0.152370719,0,0,0,1,0,0,0,0,0,0,0,0,0
adz,Adzera,-6.25,146.25,Oceania,Oceania,threatened,4,14250726290,30000,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,39,6,0.153846154,0.705310248,0.022238854,0,1,0,0,0,0,0,0,0,0,0,0
aea,Areba,-17.120653,141.833361,Oceania,Australia and New Zealand,nearly extinct,10,1.15E+12,0,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,3,1,0.333333333,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,1
aek,Haeke,-20.9665,164.7866,Oceania,Oceania,moribund,8b,2.67E+12,300,29.4,5.500279903,10.9,76.9804878,20.49823981,41282.99081,47.99197792,20.09619,50.01967,17.58146,9.67858,32.896,1,1,0,0,0,1,0,0,0,0,0,0,prevalent,17,14,0.823529412,0.700738609,0.015099281,0,1,0,0,0,0,0,0,0,0,0,0
ael,Ambele,5.868,9.765,Africa,Africa,threatened,6a,26143818510,2600,43.1,2.768019915,5.3,55.424,16.68520433,1286.515572,13.2938286,34.19688,52.47442,10.20724,15.70061016,41.84,1,0,0,0,1,1,0,0,0,0,0,0,prevalent,40,12,0.3,0.455889129,0.015890949,0,0,0,0,0,0,1,0,0,0,0,0
aem,Arem,18.1771,105.3369,Asia,South-Eastern Asia,nearly extinct,8b,59626364435,40,36.15728867,3.631710867,6.046610841,69.54551088,19.3700232,1226.089807,,35.74961832,37.78394394,15.46537924,15.05821415,23.57265885,0.517796386,0,0,0,0,0.517796386,0,0,0,0,0,0,prevalent,12,4,0.333333333,0.086078632,0.0407292,0,0,0,0,0,0,0,1,0,0,0,0
aeq,Aer,25.272921,69.290285,Asia,Southern Asia,shifting,6b,1.77E+11,100,34.2,2.493439913,4.7,65.134,17.7437307,993.3829437,,32.6824,33.37814,22.78857,12.08263016,14.338,1,0,0,0,1,0,1,0,0,0,0,0,prevalent,8,1,0.125,0.191899127,0,0,0,0,1,0,0,0,0,0,0,0,0
aer,Eastern Arrernte,-24,136,Oceania,Australia and New Zealand,shifting,4,1.15E+12,2380,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
aeu,Akeu,22.2,101.08,Asia,South-Eastern Asia,shifting,7,3.09695E+12,11400,41.37613077,3.70358654,7.294822552,74.27426509,20.5101172,4692.060332,20.91136351,23.51142599,12.94395404,9.335830607,17.08390395,34.81942493,0.48100465,0.513056568,0,0,0,0,0,0.48100465,0,0,0,0,prevalent,4,0,0,0.303686568,0.0000208,0,0,0,0,0,0,0,1,0,0,0,0
aew,Ambakich,-4.2,144.25,Oceania,Oceania,shifting,7,14250726290,770,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,27,5,0.185185185,0.816475807,0.00158817,0,1,0,0,0,0,0,0,0,0,0,0
aey,Amele,-5.25,145.5833333,Oceania,Oceania,threatened,6b,14250726290,5300,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,72,21,0.291666667,0.720953474,0.016523422,0,1,0,0,0,0,0,0,0,0,0,0
afd,Andai,-4.96,143.64,Oceania,Oceania,shifting,6a,14250726290,400,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,17,4,0.235294118,0.128463755,0,0,1,0,0,0,0,0,0,0,0,0,0
afi,Chini,-4.855899811,144.7736969,Oceania,Oceania,moribund,7,14250726290,75,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,41,9,0.219512195,0,0.019187791,0,1,0,0,0,0,0,0,0,0,0,0
afn,Defaka,4.583333333,7.5,Africa,Western Africa,moribund,8b,3.63E+11,200,41.9,3.06,5.2,50.847,13.68090624,2292.445156,,,,,,34.109,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,17,0,0,0.311559354,0.086676105,1,0,0,0,0,0,0,0,0,0,0,0
aft,Afitti,12.13869,30.181732,Africa,Arab,shifting,6b,64342607849,4510,36.1,2.082225025,3.1,62.62,17.76118621,1443.091356,10.74146575,45.07534,32.95736,20.61263,8.82297039,23.624,1,0,1,0,1,0,0,0,0,0,0,0,prevalent,6,4,0.666666667,0.026979588,0,0,0,0,0,0,0,0,0,1,0,0,0
afz,Obokuitai,-3,138,Asia,South-Eastern Asia,shifting,6b,7.55E+11,120,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,18,4,0.222222222,0.231707899,0,0,0,0,0,0,0,0,1,0,0,0,0
agf,Arguni,-2.6632,132.5418,Asia,South-Eastern Asia,shifting,6b,7.55E+11,150,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,12,10,0.833333333,0.76701714,0.024200771,0,0,0,0,0,0,0,1,0,0,0,0
agg,Angor,-3.75,141.1666667,Oceania,Oceania,shifting,5,14250726290,1270,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,33,13,0.393939394,0.127731772,0,0,1,0,0,0,0,0,0,0,0,0,0
agj,Argobba,10.5958,39.9792,Africa,Africa,threatened,4,29933790334,43700,32.4,5.073059797,2.3,61.625,17.91786903,341.5541149,10.37763701,27.45268,25.01587,44.87735,26.32988548,13.877,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,3,0,0,0.688271351,0,0,0,0,0,0,0,1,0,0,0,0,0
agk,Isarog Agta,13.6805,123.3805,Asia,South-Eastern Asia,nearly extinct,8b,2E+11,5,41.6,2.595340014,9,68.32,17.17240194,2217.474009,13.58159941,51.31508,26.10296,11.28228,13.26852989,16.385,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,8,1,0.125,0,0.052256407,0,0,0,0,0,0,0,1,0,0,0,0
agl,Fembe,-5.72,142.25,Oceania,Oceania,shifting,6a,14250726290,350,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,14,0,0,0.388004054,0.002712355,0,1,0,0,0,0,0,0,0,0,0,0
agr,Aguaruna,-5,-78,South America,South America,threatened,4,1.48E+11,38300,46.9,2.867749929,8.6,73.681,21.26524936,5082.354757,18.02013368,39.69055,31.86791,14.42556,14.36907005,30.909,1,1,0,0,0,0,0,0,0,0,1,0,prevalent,1,0,0,0,0.024921341,0,0,0,0,1,0,0,0,0,0,0,0
agt,Central Cagayan Agta,17.96666667,121.8333333,Asia,South-Eastern Asia,shifting,5,2E+11,780,41.6,2.595340014,9,68.32,17.17240194,2217.474009,13.58159941,51.31508,26.10296,11.28228,13.26852989,16.385,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,9,4,0.444444444,0.168276754,0.088972286,0,0,0,0,0,0,0,1,0,0,0,0
agu,Aguacateco,15.41666667,-91.33333333,North America,Central America,threatened,4,41338521638,18000,46.8,2.95517993,4.6,71.494,21.63226021,2909.509715,12.61082891,55.5538,12.88531,12.13767,21.10514069,19.559,1,1,0,0,0,0,0,0,0,0,1,0,prevalent,13,2,0.153846154,0.021548931,0.021843206,0,0,0,0,0,0,0,0,0,0,1,0
agx,Aghul,41.75,47.66666667,Europe,Europe,shifting,6a,1.58E+12,29300,35.4,3.820250034,11.5,68.84121951,18.69748701,11087.82105,24.19585513,,,21.523805,11.48851967,20.561,1,1,0,0,0,0,0,0,0,1,0,0,prevalent,8,1,0.125,0.115504798,0.00000929,0,0,1,0,0,0,0,0,0,0,0,0
agy,Southern Alta,15.18,121.05,Asia,South-Eastern Asia,shifting,6a,2E+11,1000,41.6,2.595340014,9,68.32,17.17240194,2217.474009,13.58159941,51.31508,26.10296,11.28228,13.26852989,16.385,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,5,1,0.2,0.469893949,0.049857379,0,0,0,0,0,0,0,1,0,0,0,0
ahb,Axamb,-16.487266,167.664068,Oceania,Oceania,shifting,6a,700804286.2,750,38.1,5.281409979,6.7,70.721,18.01422071,2868.035416,21.82775184,48.41591,31.11831,5.85659,18.46569538,14.759,1,0,0,0,1,1,0,0,0,0,0,0,prevalent,31,16,0.516129032,0.797890722,0.05974332,0,1,0,0,0,0,0,0,0,0,0,0
ahg,Qimant,12.66666667,37.41666667,Africa,Africa,shifting,8b,29933790334,1650,32.4,5.073059797,2.3,61.625,17.91786903,341.5541149,10.37763701,27.45268,25.01587,44.87735,26.32988548,13.877,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ahh,Aghu,-6.166666667,140.1666667,Asia,South-Eastern Asia,threatened,6b,7.55E+11,3000,45.6,3.238724947,7.6,68.15,16.5115696,3122.362815,15.37115914,44.06124,25.76582,15.426505,17.63772488,40.073,1,0,0,1,0,0,0,0,0,0,0,0,prevalent,7,2,0.285714286,0.209314919,0,0,0,0,0,0,0,0,1,0,0,0,0
ahl,Igo,7.2,0.7,Africa,Western Africa,shifting,5,3426022206,6000,42.1,4.42320013,4.3,57.465,15.05527786,534.0443668,16.14704975,50.20335,25.57905,18.3499,17.67807961,31.064,1,0,0,0,0,1,0,0,0,0,0,0,prevalent,22,1,0.045454545,0.457145072,0.007657944,1,0,0,0,0,0,0,0,0,0,0,0
ahn,Àhàn,7.762,5.724,Africa,Western Africa,shifting,6a,3.63E+11,300,41.9,3.06,5.2,50.847,13.68090624,2292.445156,,,,,,34.109,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,18,0,0,0.108470117,0,1,0,0,0,0,0,0,0,0,0,0,0
ahp,Aproumu Aizi,5.25,-4.5,Africa,Western Africa,threatened,6a,24392354395,6500,41,4.41245985,4.2,50.423,14.06116412,1216.187076,14.56762769,41.58683,33.39189,22.23469,21.57472992,32.647,1,0,0,0,0,1,0,0,0,0,0,0,prevalent,14,0,0,0.564740637,0.08251092,1,0,0,0,0,0,0,0,0,0,0,0
aht,Ahtena,62,-145,North America,Northern America,nearly extinct,8a,1.5E+13,80,37.4,5.194859982,13.2,78.54146341,23.27545261,49405.7673,22.88156784,31.036805,34.861325,27.36472,14.3,12.062,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,1,1,1,0,0.047997137,0,0,0,0,0,1,0,0,0,0,0,0
aib,Ainu (China),39.5,76,Asia,Asia,shifting,6b,6.09E+12,6570,42.7,3.66,7.3,75.236,19.57563486,4550.453596,23.9,,,,15.76,41.757,1,1,0,0,0,0,0,1,0,0,0,0,prevalent,2,0,0,0.786955724,0,0,0,0,0,0,0,0,0,0,1,0,0
aic,Ainbai,-3.1,141.2,Oceania,Oceania,shifting,8a,14250726290,100,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,31,12,0.387096774,0.117270461,0.007711657,0,1,0,0,0,0,0,0,0,0,0,0
aid,Alngith,-12.57310489,141.8691543,Oceania,Australia and New Zealand,nearly extinct,10,1.15E+12,0,32.8,5.083129883,12.4,81.69512195,25.03239729,52022.1256,26.03213843,34.96822,36.78888,22.50197,13.48499966,4.375,1,0,0,0,1,0,0,0,0,0,0,0,prevalent,4,2,0.5,0.000158,0.002624611,0,0,0,0,0,0,0,0,0,0,0,1
aie,Amara,-5.666666667,148.5,Oceania,Oceania,shifting,7,14250726290,230,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,6,0,0,0.863162359,0,0,1,0,0,0,0,0,0,0,0,0,0
aif,Agi,-3.49,142.39,Oceania,Oceania,shifting,6a,14250726290,960,47.8,2.01,4,64.634,16.84059019,1928.29268,20.99035823,30.07011,21.66349,40.42654,10.6982,9.377,1,1,0,0,1,0,0,0,0,0,0,0,prevalent,59,17,0.288135593,0,0.000000604,0,1,0,0,0,0,0,0,0,0,0,0
aii,Assyrian Neo-Aramaic,36,41,Asia,Southern Asia,threatened,6b,4.24271E+11,75000,37.48967509,3.828413674,8.553638506,73.38824992,19.33016356,5964.553933,19.01558518,26.6124715,39.88442261,21.08109351,17.51101466,37.99654913,0.151041428,0.076964353,0.151041428,0,0,0,0,0,0,0,0,0,prevalent,4,1,0.25,0.708508165,0,0,0,0,1,0,0,0,0,0,0,0,0
